Accession,GenBank_RefSeq,Assembly,Organism_Name,Species,Isolate,Length,Nuc_Completeness,Geo_Location,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Collection_Date,Release_Date
LC881650,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_SG168761/2024,11826,partial,"Japan:Saga,Karatsu",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2024-06-06,2025-07-24
LC881651,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_EH170696/2024,11826,partial,"Japan:Ehime,Saijo",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2024-06-28,2025-07-24
PP874933,GenBank,NA,Classical swine fever virus,Pestivirus suis,GD-2024,12296,complete,China,NA,Sus scrofa,NA,"Gao,X. Sr.",South China Agricultural University,China,2024-02,2025-07-16
PV748945,GenBank,NA,Border disease virus,Pestivirus ovis,NA,12004,partial,China: Anhui,NA,NA,NA,"Shi,Q., Song,Q., Tao,X., Liu,X., Luo,Q., Wang,H., Mei,G., Du,H., Song,J., Li,D., Wang,K., Liu,Y., Han,J.","China Center for Disease Control and Prevention, National Institute for Viral Control and Prevention",China,2023-05-25,2025-07-15
PV748946,GenBank,NA,Border disease virus,Pestivirus ovis,NA,11968,partial,China: Anhui,NA,NA,NA,"Shi,Q., Song,Q., Tao,X., Liu,X., Luo,Q., Wang,H., Mei,G., Du,H., Song,J., Li,D., Wang,K., Liu,Y., Han,J.","China Center for Disease Control and Prevention, National Institute for Viral Control and Prevention",China,2023-06-09,2025-07-15
PV748947,GenBank,NA,Border disease virus,Pestivirus ovis,NA,12021,partial,China: Anhui,NA,NA,NA,"Shi,Q., Song,Q., Tao,X., Liu,X., Luo,Q., Wang,H., Mei,G., Du,H., Song,J., Li,D., Wang,K., Liu,Y., Han,J.","China Center for Disease Control and Prevention, National Institute for Viral Control and Prevention",China,2023-06-15,2025-07-15
PV883047,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,HNL-1,12271,complete,China,NA,Bos taurus,feces,"Shang,K.","Henan University of Science and Technology, College of Animal Science and Technology",China,2023-09-13,2025-07-14
PV806860,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1/GS/10/2024/serum,12098,partial,China,NA,Bos taurus,blood,"Ren,X.T., An,L.L.","Biomedical Research Centre, Northwest Minzu University",China,2024,2025-06-30
LC860282,GenBank,NA,atypical porcine pestivirus,Pestivirus scrofae,NA,11567,complete,Japan,NA,Sus scrofa,NA,"Shiokawa,M., Okuwa-Yamauchi,Y., Ohashi-Kawai,M., Nagai,M., Aoki,H.","Veterinary Nursing and Technology; 1-7-1 kyonancho, Musashino, Tokyo 180-8602",Japan,2019-11-06,2025-06-27
LC862289,GenBank,NA,atypical porcine pestivirus,Pestivirus scrofae,APPeV/Sus scrofa/JAPAN/boar73/2019,11550,complete,Japan,NA,Sus scrofa,NA,"Shiokawa,M., Okuwa-Yamauchi,Y., Ohashi-Kawai,M., Nagai,M., Aoki,H.","School of Veterinary Nursing and Technology; 1-7-1 kyonancho, Musashino, Tokyo 180-8602",Japan,2019-08-23,2025-06-27
PV764609,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,PZ205,11159,partial,China,NA,Bos taurus,NA,"Zhang,Y.","Nanjing Agricultural University, College of Veterinary medicine",China,2023-10-23,2025-06-17
PV626343,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,1855,12230,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1989-10-27,2025-05-21
PV626344,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,454,12276,partial,USA: Colorado,CO,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1994-04-04,2025-05-21
PV626345,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,99-113264-1,12301,partial,USA: Washington,WA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2000-06-13,2025-05-21
PV626346,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,16-829,12180,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1989-09-26,2025-05-21
PV626347,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,32,12306,partial,USA: Alabama,AL,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2016-11-30,2025-05-21
PV626348,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,TGAN,12291,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1985-10-18,2025-05-21
PV626349,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,TGAC 05,12293,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2005,2025-05-21
PV626350,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,TGAC 3-86,12302,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1986,2025-05-21
PV626351,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,TGAC,12291,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1985,2025-05-21
PV626352,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,T1186A,12184,partial,USA: California,CA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2005,2025-05-21
PV626353,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,Schwartz-39350,12285,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1992-12-30,2025-05-21
PV626354,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,NY-1,12210,partial,USA: New York,NY,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1996-02-05,2025-05-21
PV626355,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,MurphySpl,12178,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,NA,2025-05-21
PV626356,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,Morton,12358,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1989-10-20,2025-05-21
PV626357,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,MDA280,12217,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1993-08-13,2025-05-21
PV626358,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,Illcfull,12310,partial,USA: Illinois,IL,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1986-02-06,2025-05-21
PV626359,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,FD187-00,12305,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,NA,2025-05-21
PV626360,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,Draper,12224,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1993-12-03,2025-05-21
PV626361,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,CaliSpl,12302,partial,USA: California,CA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1993-08-06,2025-05-21
PV626362,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,Alliance,12245,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1989-12-07,2025-05-21
PV626363,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,850890,12185,partial,USA: Alabama,AL,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2020-08-11,2025-05-21
PV626364,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,325271,12213,partial,USA: Alabama,AL,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2020-08-11,2025-05-21
PV626365,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,319920,12203,partial,USA: Alabama,AL,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2020-08-11,2025-05-21
PV626366,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,31583,12166,partial,USA: Alabama,AL,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2017-12-15,2025-05-21
PV626367,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,31501,12210,partial,USA: Alabama,AL,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2017-12-15,2025-05-21
PV626368,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,9762,12241,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1986-04-30,2025-05-21
PV626369,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,33330Spl,14814,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1993-08-13,2025-05-21
PV626370,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,2784,12118,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1989-10-27,2025-05-21
PV626371,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,2321,12037,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1988-11-04,2025-05-21
PV626372,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,2291c,12205,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1993-08-13,2025-05-21
PV626373,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,2110c,12310,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1989-10-07,2025-05-21
PV626374,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,967c,12310,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1992-06-30,2025-05-21
PV626375,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,967,12266,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1988-10-21,2025-05-21
PV626376,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,639 1,12278,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1985-11-26,2025-05-21
PV626377,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,144,12529,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1989-10-27,2025-05-21
PV626378,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,15-262,12183,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1990-01-08,2025-05-21
PV626379,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,N2,12179,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1987-12-25,2025-05-21
PV626380,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,GL760,12374,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2016,2025-05-21
PV626381,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,BAOEC1190,11741,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2007-04-02,2025-05-21
PV626382,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,BAOEC5F1550,12252,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2007-10-31,2025-05-21
PV626383,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,110789,11806,partial,USA: Washington,WA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1995-12-12,2025-05-21
PV626384,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,88055c,12573,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1988-09-20,2025-05-21
PV626385,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,23776c,11710,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1995-08-03,2025-05-21
PV626386,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,23776,12297,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1993-08-03,2025-05-21
PV626387,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,14908c,12171,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1992-05-23,2025-05-21
PV626388,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,11957c,12310,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1990,2025-05-21
PV626389,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,11957,12342,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1990,2025-05-21
PV626390,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,9657c,12258,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2002-08-16,2025-05-21
PV626391,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,9657,12454,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1989-11-03,2025-05-21
PV626392,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,9443,12258,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1995-03-31,2025-05-21
PV626393,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,7443,12305,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1986-10-10,2025-05-21
PV626394,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,2645c,12257,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2003-10-07,2025-05-21
PV626395,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,2219,12307,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2006-09-19,2025-05-21
PV626396,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,2052,12299,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1989-10-27,2025-05-21
PV626397,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,2000-2210,11874,partial,USA: Washington,WA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2000-09-19,2025-05-21
PV626398,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,1687c,12252,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1994-07-26,2025-05-21
PV626399,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,407,11857,partial,USA: Alabama,AL,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2016-11-30,2025-05-21
PV626400,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,371F,11815,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2006-07-11,2025-05-21
PV626401,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,190c,11806,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1992-10-05,2025-05-21
PV626402,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,92x2Sen78,11788,partial,USA: South Dakota,SD,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2019-03-05,2025-05-21
PV626403,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,92-27854,12211,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1992-11-06,2025-05-21
PV626404,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,88-6675c,12296,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1989-12-07,2025-05-21
PV626405,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,15-735,12046,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1990-08-23,2025-05-21
PV626406,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,Olinger22039c,12789,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1992-02-28,2025-05-21
PV626407,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,MSV2B-8c,12270,partial,USA: Iowa,IA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1992-10-05,2025-05-21
PV626408,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,CSU454c,12102,partial,USA: Colorado,CO,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2005-07-14,2025-05-21
PV626409,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,B4007c,12254,partial,USA: Wyoming,WY,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1996-07-16,2025-05-21
PV626410,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,4310-BC,12279,partial,USA,NA,Bos taurus,NA,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1995-08-30,2025-05-21
PV554201,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,D5846/2/21,12214,partial,Hungary,NA,Bos taurus,blood,"Kiss,I., Kaszab,E., Bali,K., Varga-Kugler,R., Callison,S., Moormeier,D.E., Cubas-Gaona,L., Homonnay,Z., Banyai,K., Dobos,A.","Department of Microbiology and Infectious Diseases, University of Veterinary Medicine Budapest",NA,2021,2025-05-12
PV554202,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,D5960/6/21,12130,partial,Hungary,NA,Bos taurus,blood,"Kiss,I., Kaszab,E., Bali,K., Varga-Kugler,R., Callison,S., Moormeier,D.E., Cubas-Gaona,L., Homonnay,Z., Banyai,K., Dobos,A.","Department of Microbiology and Infectious Diseases, University of Veterinary Medicine Budapest",NA,2021,2025-05-12
PV554203,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,D5995/6070/21,12255,partial,Hungary,NA,Bos taurus,blood,"Kiss,I., Kaszab,E., Bali,K., Varga-Kugler,R., Callison,S., Moormeier,D.E., Cubas-Gaona,L., Homonnay,Z., Banyai,K., Dobos,A.","Department of Microbiology and Infectious Diseases, University of Veterinary Medicine Budapest",NA,2021,2025-05-12
PV554204,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,D7091/1/23,12179,partial,Hungary,NA,Bos taurus,ovary,"Kiss,I., Kaszab,E., Bali,K., Varga-Kugler,R., Callison,S., Moormeier,D.E., Cubas-Gaona,L., Homonnay,Z., Banyai,K., Dobos,A.","Department of Microbiology and Infectious Diseases, University of Veterinary Medicine Budapest",NA,2023,2025-05-12
PV554205,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,D7091/1/23,12096,partial,Hungary,NA,Bos taurus,blood,"Kiss,I., Kaszab,E., Bali,K., Varga-Kugler,R., Callison,S., Moormeier,D.E., Cubas-Gaona,L., Homonnay,Z., Banyai,K., Dobos,A.","Department of Microbiology and Infectious Diseases, University of Veterinary Medicine Budapest",NA,2023,2025-05-12
