Accession,GenBank_RefSeq,Assembly,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Collection_Date,Release_Date,Molecule_type
LC881337,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_NA880/2020,11826,partial,"Japan:Nagano,Yamanouchi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-08-04,2025-07-24,ssRNA(+)
LC881338,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_NA946/2020,11826,partial,"Japan:Nagano,Otari",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-09-14,2025-07-24,ssRNA(+)
LC881339,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_NA967/2020,11826,partial,"Japan:Nagano,Nagano",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-09-22,2025-07-24,ssRNA(+)
LC881340,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_NA1050/2020,11826,partial,"Japan:Nagano,Shimosuwa",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-11-24,2025-07-24,ssRNA(+)
LC881341,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_NA1058/2020,11826,partial,"Japan:Nagano,Otari",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-12-08,2025-07-24,ssRNA(+)
LC881342,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI3348/2020,11826,partial,"Japan:Gifu,Takayama",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-03-12,2025-07-24,ssRNA(+)
LC881343,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI3369/2020,11826,partial,"Japan:Gifu,Takayama",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-03-17,2025-07-24,ssRNA(+)
LC881344,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI3397/2020,11826,partial,"Japan:Gifu,Hida",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-04-23,2025-07-24,ssRNA(+)
LC881345,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SZ2547/2020,11826,partial,"Japan:Shizuoka,Hamamatsu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-10-07,2025-07-24,ssRNA(+)
LC881346,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SZ2713/2020,11826,partial,"Japan:Shizuoka,Kosai",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-10-22,2025-07-24,ssRNA(+)
LC881347,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SZ2830/2020,11826,partial,"Japan:Shizuoka,Fukuroi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-11-06,2025-07-24,ssRNA(+)
LC881348,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SZ2952/2020,11826,partial,"Japan:Shizuoka,Fukuroi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-11-14,2025-07-24,ssRNA(+)
LC881349,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SZ2954/2020,11826,partial,"Japan:Shizuoka,Iwata",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-11-14,2025-07-24,ssRNA(+)
LC881350,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SZ3277/2021,11826,partial,"Japan:Shizuoka,Mori",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-01-04,2025-07-24,ssRNA(+)
LC881351,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SZ3373/2021,11826,partial,"Japan:Shizuoka,Hamamasu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-01-10,2025-07-24,ssRNA(+)
LC881352,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SZ3493/2021,11826,partial,"Japan:Shizuoka,Makinohara",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-01-31,2025-07-24,ssRNA(+)
LC881353,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SZ3790/2021,11826,partial,"Japan:Shizuoka,Shimizu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-04-03,2025-07-24,ssRNA(+)
LC881354,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SZ3791/2021,11826,partial,"Japan:Shizuoka,Shimizu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-04-03,2025-07-24,ssRNA(+)
LC881355,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SZ3883/2021,11826,partial,"Japan:Shizuoka,Shimizu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-05-07,2025-07-24,ssRNA(+)
LC881356,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_ME2356/2020,11826,partial,"Japan:Mie,Iga",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-08-05,2025-07-24,ssRNA(+)
LC881357,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_ME2978/2020,11826,partial,"Japan:Mie,Tsu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-10-05,2025-07-24,ssRNA(+)
LC881358,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_ME3323/2020,11826,partial,"Japan:Mie,Matsuzaka",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-12-26,2025-07-24,ssRNA(+)
LC881359,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_ME3393/2021,11826,partial,"Japan:Mie,Matsuzaka",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-01-10,2025-07-24,ssRNA(+)
LC881360,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_ME3492/2021,11826,partial,"Japan:Mie,Suzuka",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-01-21,2025-07-24,ssRNA(+)
LC881361,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GU2260/2021,11826,partial,"Japan:Gunma,Numata",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-06-12,2025-07-24,ssRNA(+)
LC881362,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SI1132/2021,11826,partial,"Japan:Shiga,Takashima",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-01-04,2025-07-24,ssRNA(+)
LC881363,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SI1237/2021,11826,partial,"Japan:Shiga,Ohmihachiman",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-04-01,2025-07-24,ssRNA(+)
LC881364,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_KY241/2021,11826,partial,"Japan:Kyoto,Ayabe",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-01-21,2025-07-24,ssRNA(+)
LC881365,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_KY244/2021,11826,partial,"Japan:Kyoto,Minamiyamashiro",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-02-11,2025-07-24,ssRNA(+)
LC881366,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_KY245/2021,11826,partial,"Japan:Kyoto,Ayabe",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-02-18,2025-07-24,ssRNA(+)
LC881367,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_KY316/2021,11826,partial,"Japan:Kyoto,Maizuru",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-05-12,2025-07-24,ssRNA(+)
LC881368,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_OS43/2021,11826,partial,"Japan:Osaka,Taishi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-07-30,2025-07-24,ssRNA(+)
LC881369,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_HG195/2021,11826,partial,"Japan:Hyogo,Tamba",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-05-27,2025-07-24,ssRNA(+)
LC881370,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_NR279/2020,11826,partial,"Japan:Nara,Oyodo",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-12-03,2025-07-24,ssRNA(+)
LC881371,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_WA408/2021,11826,partial,"Japan:Wakayama,Hirokawa",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-04-13,2025-07-24,ssRNA(+)
LC881372,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_WA462/2021,11826,partial,"Japan:Wakayama,Kushimoto",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-06-02,2025-07-24,ssRNA(+)
LC881373,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GU2172/2021,11826,partial,"Japan:Gunma,Maebashi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-04-14,2025-07-24,ssRNA(+)
LC881374,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_WA334/2021,11826,partial,"Japan:Wakayama,Wakayama",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-02-04,2025-07-24,ssRNA(+)
LC881375,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_WA380/2021,11826,partial,"Japan:Wakayama,Wakayama",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-03-09,2025-07-24,ssRNA(+)
LC881376,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_FS38/2020,11826,partial,"Japan:Fukushima,Aizuwakamatsu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-09-16,2025-07-24,ssRNA(+)
LC881377,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_FS77/2020,11826,partial,"Japan:Fukushima,Tenei",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-11-27,2025-07-24,ssRNA(+)
LC881378,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_FS81/2020,11826,partial,"Japan:Fukushima,Nishigo",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-12-02,2025-07-24,ssRNA(+)
LC881379,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_FS84/2020,11826,partial,"Japan:Fukushima,Sukagawa",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-12-07,2025-07-24,ssRNA(+)
LC881380,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_FS87/2020,11826,partial,"Japan:Fukushima,Tenei",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-12-17,2025-07-24,ssRNA(+)
LC881381,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_FS173/2021,11826,partial,"Japan:Fukushima,Nishiaizu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-02-02,2025-07-24,ssRNA(+)
LC881382,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_FS238/2021,11826,partial,"Japan:Fukushima,Koori",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-06-10,2025-07-24,ssRNA(+)
LC881383,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IB1473/2021,11826,partial,"Japan:Ibaraki,Kasumigaura",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-08-06,2025-07-24,ssRNA(+)
LC881384,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_FS232/2021,11826,partial,"Japan:Fukushima,Fukushima",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-05-02,2025-07-24,ssRNA(+)
LC881385,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IB1033/2021,11826,partial,"Japan:Ibaraki,Hitachiota",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-02-12,2025-07-24,ssRNA(+)
LC881386,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IB1190/2021,11826,partial,"Japan:Ibaraki,Hitachiota",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-05-20,2025-07-24,ssRNA(+)
LC881387,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IB1411/2021,11826,partial,"Japan:Ibaraki,Kasama",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-07-30,2025-07-24,ssRNA(+)
LC881388,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_TC731/2021,11826,partial,"Japan:Tochigi,Nasu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-04-14,2025-07-24,ssRNA(+)
LC881389,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_YN271/2020,11826,partial,"Japan:Yamanashi,Fuefuki",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-10-17,2025-07-24,ssRNA(+)
LC881390,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_NR272/2020,11826,partial,"Japan:Nara,Oyodo",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-11-26,2025-07-24,ssRNA(+)
LC881391,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_NR311/2021,11826,partial,"Japan:Nara,Oyodo",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-04-24,2025-07-24,ssRNA(+)
LC881392,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_NR312/2021,11826,partial,"Japan:Nara,Gojo",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-05-10,2025-07-24,ssRNA(+)
LC881393,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IB1474/2021,11826,partial,"Japan:Ibaraki,Sakuragawa",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-08-06,2025-07-24,ssRNA(+)
LC881394,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_YA18/2022,11826,partial,"Japan:Yamaguchi,Iwakuni",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-03-13,2025-07-24,ssRNA(+)
LC881395,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_YG145/2020,11826,partial,"Japan:Yamagata,Oguni",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-12-22,2025-07-24,ssRNA(+)
LC881396,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_AI3558/2021,11826,partial,"Japan:Aichi,Toyota",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-12-10,2025-07-24,ssRNA(+)
LC881397,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_AI3594/2022,11826,partial,"Japan:Aichi,Toyota",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-01-04,2025-07-24,ssRNA(+)
LC881398,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SZ6436/2022,11826,partial,"Japan:Shizuoka,Fujieda",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-02-11,2025-07-24,ssRNA(+)
LC881399,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_YA19/2022,11826,partial,"Japan:Yamaguchi,Iwakuni",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-03-18,2025-07-24,ssRNA(+)
LC881400,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI6902/2022,11826,partial,"Japan:Gifu,Mizunami",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-02-28,2025-07-24,ssRNA(+)
LC881401,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IT546/2022,11826,partial,"Japan:Iwate,Ichinoseki",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-04-20,2025-07-24,ssRNA(+)
LC881402,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IT547/2022,11826,partial,"Japan:Iwate,Ichinoseki",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-04-21,2025-07-24,ssRNA(+)
LC881403,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SM325/2022,11826,partial,"Japan:Shimane,Yoshika",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-05-17,2025-07-24,ssRNA(+)
LC881404,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GU2299/2021,11826,partial,"Japan:Gunma,Maebashi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-07-16,2025-07-24,ssRNA(+)
LC881405,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GU2340/2021,11826,partial,"Japan:Gunma,Naganohara",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-08-02,2025-07-24,ssRNA(+)
LC881406,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GU2528/2021,11826,partial,"Japan:Gunma,Maebashi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-11-14,2025-07-24,ssRNA(+)
LC881407,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GU2705/2022,11826,partial,"Japan:Gunma,Katashina",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-01-26,2025-07-24,ssRNA(+)
LC881408,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GU2758/2022,11826,partial,"Japan:Gunma,Ota",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-02-17,2025-07-24,ssRNA(+)
